,pid,firstName,lastName,season,hgt,stre,spd,jmp,endu,ins,dnk,ft,fg,tp,diq,oiq,drb,pss,reb,pos,fuzz,skills,ovr,pot,age,tid,gp,gs,min,usgp,ortg,drtg,obpm,dbpm,ows,dws,vorp,ewa,salary
1870,238,Jaxson,Hayes,2020,64,42,49,63,30,38,89,43,47,28,39,58,39,39,61,C,2.0404492046981604,[],51,68,20,18,64,14,1080,15,131,111,-0.9,0.6,2.8,1.1,0.5,3.8,
1871,238,Jaxson,Hayes,2021,64,42,49,63,30,38,89,43,47,28,39,58,39,39,61,C,2.0404492046981604,[],51,68,21,18,60,3,964,16.2,132,112,0.6,-0.1,2.6,1.0,0.6,4.1,
1872,238,Jaxson,Hayes,2022,64,42,49,63,30,38,89,43,47,28,39,58,39,39,61,C,2.0404492046981604,[],51,64,22,18,70,28,1398,16.4,132,113,0.6,-0.3,3.7,1.3,0.8,5.5,
1873,238,Jaxson,Hayes,2023,64,42,49,63,30,38,89,43,47,28,39,58,39,39,61,C,2.0404492046981604,[],51,60,23,18,47,2,610,15.7,117,111,-2.2,1.0,0.6,0.9,0.1,0.9,
1874,238,Jaxson,Hayes,2024,64,40,49,63,15,38,89,43,47,28,39,58,39,39,61,C,2.0404492046981604,[],49,56,24,13,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2300
1875,239,Ron,Holland,2024,54,44,66,65,20,51,62,34,44,27,41,35,44,32,62,F,2.6471655742364426,[],43,68,19,,,,,,,,,,,,,,
1876,240,Obi,Toppin,2021,57,59,48,61,21,40,64,52,76,53,38,69,35,44,73,PF,-1.3867207413215927,['R'],55,63,23,19,62,0,683,15.9,112,108,-1.5,0.5,0.5,1.0,0.2,0.4,
1877,240,Obi,Toppin,2022,57,59,48,61,21,40,64,52,76,53,38,69,35,44,73,PF,-1.3867207413215927,['R'],55,63,24,19,72,10,1230,20.8,120,111,1.7,0.3,2.5,1.5,1.2,4.2,
1878,240,Obi,Toppin,2023,57,59,48,61,21,40,64,52,76,53,38,69,35,44,73,PF,-1.3867207413215927,['R'],55,62,25,19,67,5,1050,19.5,116,116,0.3,-0.8,1.1,1.0,0.4,1.1,
1879,240,Obi,Toppin,2024,57,64,46,55,21,40,64,58,76,53,44,70,32,44,73,PF,-1.3867207413215927,['R'],56,59,26,11,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,6800
1880,241,P.J.,Washington,2020,58,56,54,64,52,53,54,45,74,64,50,62,38,53,60,FC,3.201795610950126,"['3', 'Di']",61,73,21,3,58,57,1759,18.6,105,112,-1.7,0.1,0.5,1.5,0.2,0.8,
1881,241,P.J.,Washington,2021,58,56,54,64,52,53,54,45,74,64,50,62,38,53,60,FC,3.201795610950126,"['3', 'Di']",61,74,22,3,64,61,1954,19.4,105,111,-1.4,0.3,0.3,2.4,0.5,1.8,
1882,241,P.J.,Washington,2022,58,56,54,64,52,53,54,45,74,64,50,62,38,53,60,FC,3.201795610950126,"['3', 'Di']",61,72,23,3,65,28,1768,15.6,114,113,-0.2,0.2,1.8,1.6,0.9,1.8,
1883,241,P.J.,Washington,2023,58,56,54,64,52,53,54,45,74,64,50,62,38,53,60,FC,3.201795610950126,"['3', 'Di']",61,65,24,3,73,73,2380,20.6,107,116,-1.0,-0.3,0.4,2.2,0.4,1.7,
1884,241,P.J.,Washington,2024,58,40,50,56,30,65,40,45,72,64,50,70,38,46,60,FC,3.201795610950126,"['3', 'V']",57,59,25,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,15500
1885,242,Skyy,Clark,2025,33,36,58,58,30,35,50,52,44,42,20,34,56,47,48,G,1.5884402363670955,[],33,48,21,,,,,,,,,,,,,,
1886,243,Bobby,Portis,2016,61,68,45,44,42,68,50,52,91,54,43,74,38,42,85,FC,-0.6274706839000822,"['Po', 'R', 'V']",59,73,21,4,62,4,1102,20.7,100,106,-1.5,-1.8,0.3,1.3,-0.4,1.3,
1887,243,Bobby,Portis,2017,61,68,45,44,42,68,50,52,91,54,43,74,38,42,85,FC,-0.6274706839000822,"['Po', 'R', 'V']",59,72,22,4,64,13,1000,19.1,110,107,-0.6,-0.9,1.1,1.2,0.1,1.7,
1888,243,Bobby,Portis,2018,61,68,45,44,42,68,50,52,91,54,43,74,38,42,85,FC,-0.6274706839000822,"['Po', 'R', 'V']",59,69,23,4,73,4,1643,26,108,110,2.2,-1.3,2.0,1.5,1.2,6.7,
1889,243,Bobby,Portis,2019,61,68,45,44,42,68,50,52,91,54,43,74,38,42,85,FC,-0.6274706839000822,"['Po', 'R', 'V']",59,68,24,4,22,6,531,26.5,105,113,0.5,-2.4,0.3,0.4,0.0,1.5,
1890,243,Bobby,Portis,2019,61,68,45,44,42,68,50,52,91,54,43,74,38,42,85,FC,-0.6274706839000822,"['Po', 'R', 'V']",59,68,24,29,28,22,768,23.3,104,112,-0.6,-2.2,0.2,0.7,-0.2,1.5,
1891,243,Bobby,Portis,2020,61,68,45,44,42,68,50,52,91,54,43,74,38,42,85,FC,-0.6274706839000822,"['Po', 'R', 'V']",59,64,25,19,66,5,1393,21.4,107,113,0.0,-1.1,0.9,1.0,0.3,2.2,
1892,243,Bobby,Portis,2021,61,68,45,44,42,68,50,52,91,54,43,74,38,42,85,FC,-0.6274706839000822,"['Po', 'R', 'V']",59,61,26,16,66,7,1372,20.9,121,109,2.0,-0.6,2.8,2.0,1.2,6.3,
1893,243,Bobby,Portis,2022,61,68,45,44,42,68,50,52,91,54,43,74,38,42,85,FC,-0.6274706839000822,"['Po', 'R', 'V']",59,59,27,16,72,59,2028,21.3,115,110,1.2,-1.0,2.9,2.6,1.1,7.2,
1894,243,Bobby,Portis,2023,61,68,45,38,52,74,41,52,91,54,43,85,30,42,90,FC,-0.6274706839000822,"['Po', 'R', 'V']",61,61,28,16,70,22,1818,21.7,117,110,1.2,-0.6,2.5,2.8,1.2,5.7,
1895,243,Bobby,Portis,2024,61,61,45,38,35,79,39,52,91,52,43,89,28,39,84,FC,-0.6274706839000822,"['Po', 'R', 'V']",59,59,29,16,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,12600
1896,244,Richaun,Holmes,2016,60,68,48,50,30,46,85,57,46,4,43,63,36,38,76,C,0.6007749853497427,['R'],52,66,22,22,51,1,702,17.9,111,109,-1.1,-0.4,1.0,0.5,0.1,1.5,
1897,244,Richaun,Holmes,2017,60,68,48,50,30,46,85,57,46,4,43,63,36,38,76,C,0.6007749853497427,['R'],52,61,23,22,57,17,1193,18.6,117,106,0.5,0.5,2.2,1.6,0.9,4.2,
1898,244,Richaun,Holmes,2018,60,68,48,50,30,46,85,57,46,4,43,63,36,38,76,C,0.6007749853497427,['R'],52,59,24,22,48,2,746,16.6,121,103,-0.3,1.4,1.6,1.3,0.6,2.2,
1899,244,Richaun,Holmes,2019,60,68,48,50,30,46,85,57,46,4,43,63,36,38,76,C,0.6007749853497427,['R'],52,55,25,23,70,4,1184,17.9,127,111,0.1,0.5,3.1,1.1,0.8,5.4,
1900,244,Richaun,Holmes,2020,60,68,48,50,30,46,85,57,46,4,43,63,36,38,76,C,0.6007749853497427,['R'],52,54,26,25,44,38,1242,15.6,131,109,0.3,0.6,3.4,1.5,0.9,5.6,
1901,244,Richaun,Holmes,2021,60,68,48,50,30,46,85,57,46,4,43,63,36,38,76,C,0.6007749853497427,['R'],52,53,27,25,61,61,1782,17.5,130,115,0.6,-0.3,4.7,1.4,1.0,8.5,
1902,244,Richaun,Holmes,2022,60,68,48,50,30,46,85,57,46,4,43,63,36,38,76,C,0.6007749853497427,['R'],52,52,28,25,45,37,1074,15.8,127,114,-0.4,-0.1,2.4,0.9,0.4,3.8,
1903,244,Richaun,Holmes,2023,60,68,48,50,30,46,85,57,46,4,43,63,36,38,76,C,0.6007749853497427,['R'],52,52,29,25,42,1,348,13.7,127,118,-2.0,-0.9,0.6,0.3,-0.1,0.4,
1904,244,Richaun,Holmes,2024,60,65,46,48,20,44,83,57,44,4,41,61,35,37,75,C,0.6007749853497427,['R'],47,47,30,29,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,12500
1905,245,Daniel,Theis,2018,59,68,40,64,30,50,83,41,58,43,54,60,23,28,64,C,2.1488932856046876,"['Di', 'R']",55,60,26,1,63,3,936,15.5,117,100,-2.0,2.3,1.6,1.9,0.5,2.6,
1906,245,Daniel,Theis,2019,59,68,40,64,30,50,83,41,58,43,54,60,23,28,64,C,2.1488932856046876,"['Di', 'R']",55,56,27,1,66,2,908,15.8,128,107,-0.8,0.9,2.3,1.3,0.5,2.9,
1907,245,Daniel,Theis,2020,59,68,40,64,30,50,83,41,58,43,54,60,23,28,64,C,2.1488932856046876,"['Di', 'R']",55,55,28,1,65,64,1566,14.4,130,105,0.6,1.8,4.0,2.6,1.7,5.7,
1908,245,Daniel,Theis,2021,59,68,40,64,30,50,83,41,58,43,54,60,23,28,64,C,2.1488932856046876,"['Di', 'R']",55,55,29,1,42,37,1027,15,123,112,-0.5,0.7,1.7,1.2,0.6,2.2,
1909,245,Daniel,Theis,2021,59,68,40,64,30,50,83,41,58,43,54,60,23,28,64,C,2.1488932856046876,"['Di', 'R']",55,55,29,4,23,14,574,16.8,116,111,-0.9,0.1,0.7,0.7,0.2,1.2,
1910,245,Daniel,Theis,2022,59,68,40,64,30,50,83,41,58,43,54,60,23,28,64,C,2.1488932856046876,"['Di', 'R']",55,55,30,10,26,21,584,16.5,104,117,-2.6,-0.9,0.1,0.3,-0.2,-0.2,
1911,245,Daniel,Theis,2022,59,68,40,64,30,50,83,41,58,43,54,60,23,28,64,C,2.1488932856046876,"['Di', 'R']",55,55,30,1,21,6,393,15.8,128,106,-1.0,0.9,0.9,0.7,0.2,1.1,
1912,245,Daniel,Theis,2023,59,68,40,64,15,50,83,40,58,43,54,60,23,28,64,C,2.1488932856046876,"['Di', 'R']",54,54,31,11,7,1,109,20.1,108,118,-0.9,-0.5,0.0,0.1,0.0,0.2,
1913,245,Daniel,Theis,2024,59,66,38,65,38,48,78,40,62,39,53,62,22,34,65,C,2.1488932856046876,"['Di', 'R']",55,55,32,12,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2200
1914,246,Julius,Erving,1977,56,67,76,93,76,62,93,52,64,35,56,73,58,56,69,SF,1.3549153316652565,"['A', 'Di', 'Dp', 'Po', 'R', 'V']",73,73,27,22,82,0,2940,0,0,95,3.3,1.3,6.8,4.8,4.8,15.2,
1915,246,Julius,Erving,1978,56,67,76,93,76,62,93,52,64,35,56,73,58,56,69,SF,1.3549153316652565,"['A', 'Di', 'Dp', 'Po', 'R', 'V']",73,73,28,22,74,0,2429,25.1,109,99,4.0,0.7,6.0,3.1,4.1,13.5,
1916,246,Julius,Erving,1979,56,67,76,93,76,62,93,52,64,35,56,73,58,56,69,SF,1.3549153316652565,"['A', 'Di', 'Dp', 'Po', 'R', 'V']",73,73,29,22,78,0,2802,27.7,103,100,2.9,0.6,3.6,4.4,3.9,13.4,
1917,246,Julius,Erving,1980,56,67,76,93,76,62,93,52,64,35,56,73,58,56,69,SF,1.3549153316652565,"['A', 'Di', 'Dp', 'Po', 'R', 'V']",73,73,30,22,78,0,2812,30.3,111,99,5.7,1.9,7.3,5.2,6.8,20.8,
1918,246,Julius,Erving,1981,56,67,76,93,76,62,93,52,64,35,56,73,58,56,69,SF,1.3549153316652565,"['A', 'Di', 'Dp', 'Po', 'R', 'V']",73,73,31,22,82,0,2874,28.4,113,97,5.2,2.3,7.8,6.1,6.9,20.9,
1919,246,Julius,Erving,1982,56,67,76,93,76,62,93,52,64,35,56,73,58,56,69,SF,1.3549153316652565,"['A', 'Di', 'Dp', 'Po', 'R', 'V']",73,73,32,22,81,81,2789,28.1,117,102,6.0,1.7,8.7,4.6,6.8,21.4,
1920,246,Julius,Erving,1983,56,67,76,93,76,62,93,52,64,35,56,73,58,56,69,SF,1.3549153316652565,"['A', 'Di', 'Dp', 'Po', 'R', 'V']",73,73,33,22,72,72,2421,25.5,115,99,4.6,1.9,6.8,4.1,5.2,15.2,
1921,246,Julius,Erving,1984,56,67,76,93,76,62,93,52,64,35,56,73,58,56,69,SF,1.3549153316652565,"['A', 'Di', 'Dp', 'Po', 'R', 'V']",73,73,34,22,77,77,2683,27.2,112,102,4.3,1.6,5.6,4.5,5.3,16.6,
1922,246,Julius,Erving,1985,56,67,76,93,76,62,93,52,64,35,56,73,58,56,69,SF,1.3549153316652565,"['A', 'Di', 'Dp', 'Po', 'R', 'V']",73,73,35,22,78,78,2535,26,111,106,3.0,0.5,4.5,3.1,3.5,12.0,
1923,246,Julius,Erving,1986,56,67,76,93,76,62,93,52,64,35,56,73,58,56,69,SF,1.3549153316652565,"['A', 'Di', 'Dp', 'Po', 'R', 'V']",73,73,36,22,74,74,2474,23.8,108,107,1.8,0.3,3.3,2.6,2.6,8.5,
1924,246,Julius,Erving,1987,56,67,76,93,76,62,93,52,64,35,56,73,58,56,69,SF,1.3549153316652565,"['A', 'Di', 'Dp', 'Po', 'R', 'V']",73,73,37,22,60,60,1918,24.3,106,109,1.7,0.0,1.7,1.8,1.8,6.2,
1925,247,Ayo,Dosunmu,2022,43,52,60,64,50,40,52,39,66,51,56,56,47,57,50,G,3.352268312436545,[],58,68,22,4,77,40,2110,14.1,113,115,-1.9,-0.1,1.7,1.3,0.0,0.7,
1926,247,Ayo,Dosunmu,2023,43,52,59,64,55,38,47,47,60,51,55,56,47,56,50,G,3.352268312436545,[],58,66,23,4,80,51,2098,14.9,109,115,-3.0,0.6,0.7,2.2,-0.2,-0.3,
1927,247,Ayo,Dosunmu,2024,43,54,60,70,35,31,40,49,64,56,56,57,47,51,50,G,3.352268312436545,['3'],57,65,24,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,7000
1928,248,Trey,Lyles,2016,60,52,50,40,40,44,78,60,63,64,37,60,38,45,75,PF,0.2783817631418626,"['3', 'R']",56,74,20,28,80,33,1382,17.9,102,105,-1.6,-0.2,0.6,1.7,0.1,0.1,
1929,248,Trey,Lyles,2017,60,52,50,40,40,44,78,60,63,64,37,60,38,45,75,PF,0.2783817631418626,"['3', 'R']",56,70,21,28,71,4,1158,21.7,94,106,-2.2,0.0,-0.9,1.6,-0.1,-0.9,
1930,248,Trey,Lyles,2018,60,52,50,40,40,44,78,60,63,64,37,60,38,45,75,PF,0.2783817631418626,"['3', 'R']",56,68,22,7,73,2,1391,21.1,116,110,2.0,-0.7,2.7,1.2,1.1,4.4,
1931,248,Trey,Lyles,2019,60,52,50,40,40,44,78,60,63,64,37,60,38,45,75,PF,0.2783817631418626,"['3', 'R']",56,66,23,7,64,2,1120,23.4,100,109,-1.8,-0.7,-0.2,1.4,-0.1,0.7,
1932,248,Trey,Lyles,2020,60,52,50,40,40,44,78,60,63,64,37,60,38,45,75,PF,0.2783817631418626,"['3', 'R']",56,65,24,26,63,53,1271,13.6,113,113,-0.5,-0.7,1.2,1.0,0.3,0.7,
1933,248,Trey,Lyles,2021,60,52,50,40,40,44,78,60,63,64,37,60,38,45,75,PF,0.2783817631418626,"['3', 'R']",56,63,25,26,23,9,358,12.9,116,114,-1.2,-0.7,0.3,0.3,0.0,0.0,
1934,248,Trey,Lyles,2022,60,52,50,40,40,44,78,60,63,64,37,60,38,45,75,PF,0.2783817631418626,"['3', 'R']",56,58,26,8,51,3,990,22.3,113,113,0.5,-0.4,1.3,0.9,0.5,2.6,
1935,248,Trey,Lyles,2022,60,52,50,40,40,44,78,60,63,64,37,60,38,45,75,PF,0.2783817631418626,"['3', 'R']",56,58,26,25,24,20,547,17.8,123,116,0.7,-1.6,1.1,0.3,0.1,1.2,
1936,248,Trey,Lyles,2023,60,52,50,40,40,44,78,60,63,64,37,60,38,45,75,PF,0.2783817631418626,"['3', 'R']",56,56,27,25,74,0,1247,18.1,117,116,0.0,-0.9,1.4,1.2,0.3,1.7,
1937,248,Trey,Lyles,2024,60,52,50,36,57,43,78,60,60,64,37,61,38,45,75,PF,0.2783817631418626,"['3', 'R']",57,58,28,25,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,8000
1938,249,Isaiah,Elohim,2025,41,43,61,63,30,47,55,45,54,48,33,37,46,36,48,SG,-3.7144603111223695,[],40,64,20,,,,,,,,,,,,,,
1939,250,Matisse,Thybulle,2020,50,44,62,59,18,15,18,42,60,55,75,42,40,35,41,GF,-0.020489951765031798,"['Di', 'Dp']",54,62,23,22,65,14,1287,11.2,105,106,-2.8,3.1,0.3,2.0,0.8,-0.3,
1940,250,Matisse,Thybulle,2021,50,44,62,59,18,15,18,42,60,55,75,42,40,35,41,GF,-0.020489951765031798,"['Di', 'Dp']",54,63,24,22,65,8,1298,9.4,104,103,-2.7,4.3,0.1,2.7,1.2,-0.3,
1941,250,Matisse,Thybulle,2022,50,44,62,59,18,15,18,42,60,55,75,42,40,35,41,GF,-0.020489951765031798,"['Di', 'Dp']",54,60,25,22,66,50,1685,9.5,116,108,-2.2,3.3,1.2,2.5,1.3,0.6,
1942,250,Matisse,Thybulle,2023,50,44,62,59,18,15,18,42,60,55,75,42,40,35,41,GF,-0.020489951765031798,"['Di', 'Dp']",54,56,26,22,49,6,591,9.8,115,110,-3.3,3.4,0.3,0.9,0.3,-0.1,
1943,250,Matisse,Thybulle,2023,50,44,62,59,18,15,18,42,60,55,75,42,40,35,41,GF,-0.020489951765031798,"['Di', 'Dp']",54,56,26,24,22,22,609,11.4,114,116,-2.2,1.1,0.3,0.6,0.1,0.2,
1944,250,Matisse,Thybulle,2024,50,44,62,59,18,15,18,42,60,55,75,43,40,36,41,GF,-0.020489951765031798,"['Di', 'Dp']",54,55,27,24,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,11000
1945,251,Royce,O'Neale,2018,45,58,45,56,80,45,44,59,62,68,58,58,49,55,70,SF,2.269167099171689,['3'],61,67,25,28,69,4,1150,14.6,105,104,-2.0,1.8,0.5,1.8,0.5,0.2,
1946,251,Royce,O'Neale,2019,45,58,45,56,80,45,44,59,62,68,58,58,49,55,70,SF,2.269167099171689,['3'],61,65,26,28,82,16,1671,11,108,106,-2.6,2.1,0.7,2.5,0.6,-1.2,
1947,251,Royce,O'Neale,2020,45,58,45,56,80,45,44,59,62,68,58,58,49,55,70,SF,2.269167099171689,['3'],61,61,27,28,71,62,2049,9.6,117,109,-1.3,2.2,1.8,2.5,1.5,-1.5,
1948,251,Royce,O'Neale,2021,45,58,45,56,80,45,44,59,62,68,58,58,49,55,70,SF,2.269167099171689,['3'],61,61,28,28,71,71,2241,9.6,121,108,-1.3,1.7,2.3,3.3,1.4,-0.7,
1949,251,Royce,O'Neale,2022,45,58,45,56,80,45,44,59,62,68,58,58,49,55,70,SF,2.269167099171689,['3'],61,61,29,28,77,77,2406,9.9,122,111,-0.8,1.7,2.7,2.8,1.7,-0.2,
1950,251,Royce,O'Neale,2023,45,58,45,66,50,42,20,59,57,68,58,61,49,52,68,SF,2.269167099171689,['3'],59,59,30,2,76,53,2409,13.6,108,115,-1.7,0.6,0.4,2.5,0.5,-1.6,
1951,251,Royce,O'Neale,2024,45,58,45,66,40,40,20,59,60,68,58,61,49,50,68,SF,2.269167099171689,['3'],58,58,31,23,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,9500
1952,252,Andre,Iguodala,2005,46,58,44,52,21,24,37,50,36,53,54,53,58,60,58,SF,1.1434717453283252,[],53,67,21,22,82,82,2686,12.8,110,102,-0.7,2.1,2.7,4.0,2.3,4.0,
1953,252,Andre,Iguodala,2006,46,58,44,52,21,24,37,50,36,53,54,53,58,60,58,SF,1.1434717453283252,[],53,64,22,22,82,82,3086,14.7,115,108,0.2,0.4,4.9,2.6,2.0,6.6,
1954,252,Andre,Iguodala,2007,46,58,44,52,21,24,37,50,36,53,54,53,58,60,58,SF,1.1434717453283252,[],53,63,23,22,76,76,3062,22.6,107,105,1.3,1.1,4.1,3.6,3.4,11.6,
1955,252,Andre,Iguodala,2008,46,58,44,52,21,24,37,50,36,53,54,53,58,60,58,SF,1.1434717453283252,[],53,60,24,22,82,82,3242,23.8,110,105,2.5,1.5,5.3,4.4,4.9,13.7,
1956,252,Andre,Iguodala,2009,46,58,44,52,21,24,37,50,36,53,54,53,58,60,58,SF,1.1434717453283252,[],53,57,25,22,82,82,3269,22.3,112,108,2.6,0.6,5.6,3.5,4.3,12.8,
1957,252,Andre,Iguodala,2010,46,58,44,52,21,24,37,50,36,53,54,53,58,60,58,SF,1.1434717453283252,[],53,58,26,22,82,82,3193,21.8,108,109,2.0,0.4,4.0,2.8,3.5,11.6,
1958,252,Andre,Iguodala,2011,46,58,44,52,21,24,37,50,36,53,54,53,58,60,58,SF,1.1434717453283252,[],53,54,27,22,67,67,2469,19.2,110,104,1.7,1.6,3.3,3.5,3.2,8.2,
1959,252,Andre,Iguodala,2012,46,58,44,52,21,24,37,50,36,53,54,53,58,60,58,SF,1.1434717453283252,[],53,53,28,22,62,62,2209,17.7,108,98,1.5,2.5,3.1,4.2,3.3,7.8,
1960,252,Andre,Iguodala,2013,46,58,44,52,21,24,37,50,36,53,54,53,58,60,58,SF,1.1434717453283252,[],53,53,29,7,80,80,2779,18.8,105,105,1.2,1.4,2.4,3.2,3.3,6.5,
1961,252,Andre,Iguodala,2014,46,58,44,52,21,24,37,50,36,53,54,53,58,60,58,SF,1.1434717453283252,[],53,53,30,9,63,63,2040,13.3,113,103,-0.1,2.4,2.7,3.1,2.2,3.2,
1962,252,Andre,Iguodala,2015,46,58,44,52,21,24,37,50,36,53,54,53,58,60,58,SF,1.1434717453283252,[],53,53,31,9,77,0,2069,13.3,110,103,-0.4,1.4,2.3,2.8,1.5,1.9,
1963,252,Andre,Iguodala,2016,46,58,44,52,21,24,37,50,36,53,54,53,58,60,58,SF,1.1434717453283252,[],53,53,32,9,65,1,1732,12.1,115,105,-0.2,1.3,2.3,2.1,1.4,1.5,
1964,252,Andre,Iguodala,2017,46,58,44,52,21,24,37,50,36,53,54,53,58,60,58,SF,1.1434717453283252,[],53,53,33,9,76,0,1998,11.2,129,105,0.8,1.7,4.1,2.9,2.3,3.8,
1965,252,Andre,Iguodala,2018,46,58,44,52,21,24,37,50,36,53,54,53,58,60,58,SF,1.1434717453283252,[],53,53,34,9,64,7,1622,11.5,113,109,-1.1,0.8,1.6,1.6,0.7,0.6,
1966,252,Andre,Iguodala,2019,46,58,44,52,21,24,37,50,36,53,54,53,58,60,58,SF,1.1434717453283252,[],53,53,35,9,68,13,1578,10.4,124,109,0.1,1.7,2.4,1.8,1.5,2.0,
1967,252,Andre,Iguodala,2020,46,58,44,52,21,24,37,50,36,53,54,53,58,60,58,SF,1.1434717453283252,[],53,53,36,15,21,0,418,12.7,101,107,-1.9,1.4,0.0,0.6,0.2,0.0,
1968,252,Andre,Iguodala,2021,46,58,44,52,21,24,37,50,36,53,54,53,58,60,58,SF,1.1434717453283252,[],53,53,37,15,63,5,1339,11.2,103,110,-2.5,1.8,-0.1,1.8,0.4,-1.5,
1969,252,Andre,Iguodala,2022,46,58,44,52,21,24,37,50,36,53,54,53,58,60,58,SF,1.1434717453283252,[],53,53,38,9,31,0,603,11.4,114,106,-0.9,3.7,0.5,1.1,0.7,0.5,
1970,252,Andre,Iguodala,2023,46,50,37,45,21,24,37,50,36,52,53,52,56,58,55,SF,1.1434717453283252,[],48,48,39,9,8,0,113,9.4,102,114,-4.4,1.6,0.0,0.1,0.0,-0.2,
1971,252,Andre,Iguodala,2024,46,50,37,45,21,24,37,50,36,52,53,52,56,58,55,SF,1.1434717453283252,[],48,48,40,,,,,,,,,,,,,,
1972,253,Davion,Mitchell,2022,33,75,60,68,25,38,42,35,76,51,57,61,51,52,50,PG,0.37523361787633247,[],57,64,23,25,75,19,2076,20.6,101,118,-2.1,-1.7,-0.5,0.6,-0.9,-0.2,
1973,253,Davion,Mitchell,2023,33,83,60,68,25,40,42,40,76,51,53,61,51,52,49,PG,0.37523361787633247,[],57,64,24,25,80,9,1447,14.1,111,119,-2.4,-0.4,0.7,0.8,-0.3,-1.2,
1974,253,Davion,Mitchell,2024,33,79,57,64,19,40,42,40,76,51,51,61,51,52,49,PG,0.37523361787633247,[],55,58,25,25,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,5800
1975,254,Dwight,Howard,2005,69,70,30,35,25,56,77,27,25,10,55,50,33,35,82,C,1.9100052616660947,"['Di', 'Po', 'R']",47,66,19,21,82,82,2670,16.7,111,104,0.1,-0.1,3.8,3.5,1.4,8.8,
1976,254,Dwight,Howard,2006,69,70,30,35,25,56,77,27,25,10,55,50,33,35,82,C,1.9100052616660947,"['Di', 'Po', 'R']",47,66,20,21,82,81,3021,21.3,108,103,1.1,-0.1,4.2,4.4,2.3,13.1,
1977,254,Dwight,Howard,2007,69,70,30,35,25,56,77,27,25,10,55,50,33,35,82,C,1.9100052616660947,"['Di', 'Po', 'R']",47,61,21,21,82,82,3023,22.7,107,99,1.7,1.1,3.9,5.8,3.7,15.8,
1978,254,Dwight,Howard,2008,69,70,30,35,25,56,77,27,25,10,55,50,33,35,82,C,1.9100052616660947,"['Di', 'Po', 'R']",47,62,22,21,82,82,3088,24.2,113,99,1.6,1.2,6.4,6.4,3.7,18.9,
1979,254,Dwight,Howard,2009,69,70,30,35,25,56,77,27,25,10,55,50,33,35,82,C,1.9100052616660947,"['Di', 'Po', 'R']",47,56,23,21,79,79,2821,26.1,113,95,2.1,2.4,6.2,7.6,4.7,20.8,
1980,254,Dwight,Howard,2010,69,70,30,35,25,56,77,27,25,10,55,50,33,35,82,C,1.9100052616660947,"['Di', 'Po', 'R']",47,58,24,21,82,82,2843,23.9,113,95,1.6,2.8,6.1,7.1,4.6,19.0,
1981,254,Dwight,Howard,2011,69,70,30,35,25,56,77,27,25,10,55,50,33,35,82,C,1.9100052616660947,"['Di', 'Po', 'R']",47,51,25,21,78,78,2935,27.2,113,94,2.9,2.4,6.7,7.7,5.4,22.6,
1982,254,Dwight,Howard,2012,69,70,30,35,25,56,77,27,25,10,55,50,33,35,82,C,1.9100052616660947,"['Di', 'Po', 'R']",47,52,26,21,54,54,2070,26.1,106,96,2.2,2.0,3.3,4.4,3.3,14.0,
1983,254,Dwight,Howard,2013,69,70,30,35,25,56,77,27,25,10,55,50,33,35,82,C,1.9100052616660947,"['Di', 'Po', 'R']",47,48,27,13,76,76,2722,22.2,105,100,-0.6,1.1,2.8,4.8,1.8,11.9,
1984,254,Dwight,Howard,2014,69,70,30,35,25,56,77,27,25,10,55,50,33,35,82,C,1.9100052616660947,"['Di', 'Po', 'R']",47,48,28,10,71,71,2396,24,109,101,0.9,0.8,4.0,4.1,2.3,12.8,
1985,254,Dwight,Howard,2015,69,70,30,35,25,56,77,27,25,10,55,50,33,35,82,C,1.9100052616660947,"['Di', 'Po', 'R']",47,47,29,10,41,41,1223,23.3,105,100,-0.3,-0.1,1.4,2.2,0.5,5.2,
1986,254,Dwight,Howard,2016,69,70,30,35,25,56,77,27,25,10,55,50,33,35,82,C,1.9100052616660947,"['Di', 'Po', 'R']",47,47,30,10,71,71,2280,18.4,111,104,0.3,-0.2,3.5,3.1,1.2,9.4,
1987,254,Dwight,Howard,2017,69,70,30,35,25,56,77,27,25,10,55,50,33,35,82,C,1.9100052616660947,"['Di', 'Po', 'R']",47,47,31,0,74,74,2199,19.2,115,100,0.6,0.8,3.8,4.5,1.9,11.2,
1988,254,Dwight,Howard,2018,69,70,30,35,25,56,77,27,25,10,55,50,33,35,82,C,1.9100052616660947,"['Di', 'Po', 'R']",47,47,32,3,81,81,2463,24.2,108,104,-0.3,0.1,2.9,3.9,1.2,12.1,
